Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value
106,Morgan Stanley,Diversified Financials,United States,40837,2775,832702,61661
107,Prudential,Insurance,United Kingdom,81867,2103.9,528499,56098
108,CNOOC,Oil & Gas Operations,Hong Kong,43007,10609.1,102657,67227
109,Rio Tinto,Diversified Metals & Mining,United Kingdom,51153,3662.8,111025,103820
110,Unilever,"Food, Drink & Tobacco",Netherlands,66111,6428.3,62715,124521
111,Nissan Motor,Consumer Durables,Japan,104001,3935.1,137241,40205
112,Credit Suisse Group,Diversified Financials,Switzerland,39482,2827.2,981168,52264
113,E.ON,Utilities,Germany,162567,2843.8,180133,37634
114,Generali Group,Insurance,Italy,100499,2543.7,602840,34533
115,América Móvil,Telecommunications services,Mexico,61578,5845.6,79037,70942
116,GlaxoSmithKline,Drugs & Biotechnology,United Kingdom,41430,8497,69705,128797
117,Schlumberger,Oil & Gas Operations,United States,45364,6733,67100,127979
118,BBVA-Banco Bilbao Vizcaya,Banking,Spain,28195,2957.9,802759,71030
119,Nordea Bank,Banking,Sweden,25551,4136.4,868706,58001
120,Bayer,Chemicals,Germany,53313,4233.8,70712,111336
121,China Minsheng Banking,Banking,China,34132,6803,541199,33573
122,Caterpillar,Capital Goods,United States,55656,3789,84896,63661
123,Standard Chartered,Banking,United Kingdom,25582,4094.3,674380,51074
124,China Shenhua Energy,Diversified Metals & Mining,China,42778,7237.2,80377,57563
125,US Bancorp,Banking,United States,20150,5802,364021,78244
126,Mitsubishi Corp,Trading Companies,Japan,74822,4429,146466,30535
127,Dow Chemical,Chemicals,United States,57080,4757,69501,60124
128,Ecopetrol,Oil & Gas Operations,Colombia,37669,7010,68545,83574
129,Industrial Bank,Banking,China,32729,6705,593540,28792
130,Shanghai Pudong Development,Banking,China,31682,6656.5,607893,29241
131,EADS,Aerospace & Defense,France,78669,1945,128578,56938
132,Swiss Re,Insurance,Switzerland,36841,4436.8,205193,34699
133,Iberdrola,Utilities,Spain,43556,3414.3,127338,44062
134,China Citic Bank,Banking,China,27826,5683,555604,32495
135,Reliance Industries,Oil & Gas Operations,India,72752,3826.3,67240,50931
136,Hutchison Whampoa,Conglomerates,Hong Kong,33034,4011,105178,57764
137,Home Depot,Retailing,United States,78812,5385,40518,109652
138,Hitachi,Consumer Durables,Japan,95743,2583.8,104720,36235
139,Hon Hai Precision,Consumer Durables,Taiwan,127156,3416,68199,37252
140,Phillips 66,Oil & Gas Operations,United States,157858,3722,50983,46763
141,Capital One Financial,Diversified Financials,United States,24171,4142,298493,43981
142,Møller-Maersk,Transportation,Denmark,47394,3555.5,74490,51670
143,Aviva,Insurance,United Kingdom,53788,3139,449930,24125
144,France Telecom,Telecommunications services,France,54407,2486.6,118274,39020
145,Deutsche Telekom,Telecommunications services,Germany,79832,1234.7,162802,71196
146,Bank of Montreal,Banking,Canada,20085,4042.9,531559,43314
147,VINCI,Construction,France,54087,2604.8,86916,44241
148,Mondel?z International,"Food, Drink & Tobacco",United States,35299,3915,72557,59228
149,Suncor Energy,Oil & Gas Operations,Canada,38425,3795.6,73708,51500
150,China Telecom,Telecommunications services,China,52315,2850.8,89734,37352
151,Occidental Petroleum,Oil & Gas Operations,United States,24392,5888,70916,74981
152,"Twenty-First Century Fox, Inc.",Media,United States,31974,4945,53286,74563
153,Mitsui & Co,Trading Companies,Japan,58103,3646.2,106718,25622
154,Qualcomm,Semiconductors,United States,25470,6822,46282,135456
155,State Bank of India,Banking,India,37057,3291.9,376823,23605
156,Time Warner,Media,United States,29795,3641,69923,58942
157,Philip Morris International,"Food, Drink & Tobacco",United States,30898,8554,38168,130319
158,Express Scripts,Health Care Equipment & Services,United States,104185,1792.3,53548,59041
158,Honeywell International,Conglomerates,United States,39062,3924,45435,72929
160,Barclays,Banking,United Kingdom,54957,844.1,2173442,64624
160,United Parcel Service,Air Courier,United States,55491,4372,36212,89649
162,PNC Financial Services,Banking,United States,16514,4207,324067,46603
163,Deutsche Post,Air Courier,Germany,73132,2776.1,48887,45355
164,AIA Group,Insurance,Hong Kong,20723,2822.1,145206,57992
165,Duke Energy,Utilities,United States,24603,2665,114779,49893
166,Delta Air Lines,Airline,United States,37659,10540,59394,30365
167,Deutsche Bank,Banking,Germany,61093,884.2,2220428,46465
168,National Grid,Oil & Gas Operations,United Kingdom,23402,3881.4,83935,49630
169,ABB,Conglomerates,Switzerland,41814,2793.3,48436,59955
170,Amgen,Drugs & Biotechnology,United States,18672,5081,66125,95184
171,EI du Pont de Nemours,Chemicals,United States,35873,2886,51499,62087
172,L'Oréal Group,Consumer Durables,France,30504,3927.4,43127,98666
173,British American Tobacco,"Food, Drink & Tobacco",United Kingdom,23853,6102.3,44522,104252
173,Manulife Financial,Insurance,Canada,17617,3037.7,466998,36031
175,SAIC Motor,Consumer Durables,China,88290,4034.6,56427,24673
176,Oil & Natural Gas,Oil & Gas Operations,India,29617,4450.1,53810,46357
177,Walgreen,Retailing,United States,74188,2730,37081,62824
178,KDDI,Telecommunications services,Japan,42322,3379,46079,46878
179,Valero Energy,Oil & Gas Operations,United States,138074,2718,47260,29560
180,PTT PCL,Oil & Gas Operations,Thailand,92508,3074,54830,26656
181,Travelers Cos,Insurance,United States,26206,3647,105648,29733
182,Canadian Imperial Bank,Banking,Canada,16700,3638.7,359617,34422
183,AstraZeneca,Drugs & Biotechnology,United Kingdom,25693,2607.6,55899,82324
184,Deere & Co,Capital Goods,United States,38028,3567.8,57659,33787
185,Union Pacific,Transportation,United States,21963,4388,49731,85751
186,McDonald's,"Hotels, Restaurants & Leisure",United States,28106,5585.9,36626,96909
187,WellPoint,Health Care Equipment & Services,United States,71453,2489.7,59574,27989
188,Aflac,Insurance,United States,24139,3158,124276,28797
189,Tokio Marine Holdings,Insurance,Japan,42709,1971.5,181211,23015
190,Taiwan Semiconductor,Semiconductors,Taiwan,20114,6338.9,42379,102002
191,Legal & General Group,Insurance,United Kingdom,61178,1395.8,596692,20838
192,Christian Dior,Consumer Durables,France,38413,1839.6,82864,34420
193,China Unicom,Telecommunications services,Hong Kong,47996,1693.6,87467,31578
194,3M,Conglomerates,United States,30871,4659,33550,89811
195,Allstate,Insurance,United States,34187,2280,123520,25257
196,Schneider Electric,Capital Goods,France,31267,2506.5,50968,50736
197,DNB,Banking,Norway,16790,2980.1,393852,28624
198,Lockheed Martin,Aerospace & Defense,United States,45358,2981,36188,52268
198,Surgutneftegas,Oil & Gas Operations,Russia,26884,5797,68775,26453
200,Target,Retailing,United States,72596,1970,44553,38351
201,ACE,Insurance,Switzerland,18879,3758,96349,33356
202,Denso,Consumer Durables,Japan,41261,2831.9,41349,42377
203,Nomura Holdings,Diversified Financials,Japan,21508,2404.7,415150,23674
204,Nippon Steel & Sumitomo Metal,Diversified Metals & Mining,Japan,54850,2255.2,67494,25284
205,Wesfarmers,Food Markets,Australia,58500,2319.4,39254,43464
206,China Everbright Bank,Banking,China,21237,4238.6,404172,18601
207,SAP,IT Software & Services,Germany,22324,4417,37334,97120
208,Jardine Matheson,Conglomerates,Hong Kong,39465,1566,63835,43364
209,Japan Tobacco,"Food, Drink & Tobacco",Japan,23474,4498.9,41823,56891
210,BG Group,Oil & Gas Operations,United Kingdom,19161,2518.9,65974,64033
211,Itochu,Trading Companies,Japan,54979,3200.9,76849,18417
212,Carrefour,Food Markets,France,99423,1676.8,60029,27431
213,SABMiller,"Food, Drink & Tobacco",United Kingdom,17458,3397.7,53651,80123
214,Bank of New York Mellon,Banking,United States,15097,2065,374310,40254
215,Continental,Consumer Durables,Germany,44251,2553.1,36958,48724
216,EMC,Technology Hardware & Equipment,United States,23210,2889.1,45849,56341
217,Costco Wholesale,Retailing,United States,107893,1964,31566,49205
218,BT Group,Telecommunications services,United Kingdom,28642,3195,39907,50045
219,Eli Lilly & Co,Drugs & Biotechnology,United States,23113,4684.8,35249,65862
220,Seven & I Holdings,Food Markets,Japan,57258,1760.4,46444,33398
221,Canon,Business Services & Supplies,Japan,38222,2360.9,40366,40827
221,Lowe's Cos,Retailing,United States,53416,2271,32732,50913
223,China State Construction,Construction,China,88105,2493.8,123373,14017
224,Freeport-McMoRan Copper,Diversified Metals & Mining,United States,21612,2668,63473,34185
225,Telstra,Telecommunications services,Australia,24684,3780.6,35572,58096
226,LyondellBasell Industries,Chemicals,Netherlands,44062,3846,27298,48200
227,China Pacific Insurance,Insurance,China,33197,1620.2,118648,23170
228,Diageo,"Food, Drink & Tobacco",United Kingdom,17704,3979.6,40156,77339
229,Abbott Laboratories,Health Care Equipment & Services,United States,21848,2576,42953,59362
230,Gas Natural Fenosa,Oil & Gas Operations,Spain,33149,1918.4,61932,28353
231,Danske Bank,Banking,Denmark,20845,1266.6,596047,28321
232,Aetna,Health Care Equipment & Services,United States,47331,1913.6,49872,27221
233,Sony,Consumer Durables,Japan,78198,1076.4,148931,20147
234,Aegon,Insurance,Netherlands,40167,1123.2,473017,19850
235,Ericsson,Technology Hardware & Equipment,Sweden,34900,1842.7,41913,43485
236,Posco,Diversified Metals & Mining,South Korea,56510,1247.7,80026,24770
237,East Japan Railway,Transportation,Japan,27679,1941.7,68790,28702
238,Brookfield Asset Management,Real Estate,Canada,20836,2130.8,112745,25191
239,Altria Group,"Food, Drink & Tobacco",United States,17663,4527,34859,74513
240,BlackRock,Diversified Financials,United States,10442,2932,220625,53082
241,Exelon,Utilities,United States,24568,1719,79924,28715
242,Danone,"Food, Drink & Tobacco",France,28276,1887.9,42617,41791
243,Archer Daniels Midland,"Food, Drink & Tobacco",United States,89692,1342,43752,28480
243,McKesson,Drugs & Biotechnology,United States,130088,1151,36479,40512
245,Heineken Holding,"Food, Drink & Tobacco",Netherlands,25494,1811,45937,40293
246,Hess,Oil & Gas Operations,United States,22248,5052,42754,27313
246,Panasonic,Consumer Durables,Japan,77268,1153.3,52106,28448
248,People's Insurance Company,Insurance,China,42268,1522.2,114915,17666
249,Shinhan Financial Group,Diversified Financials,South Korea,19563,1724.8,294970,21053
250,eBay,Retailing,United States,16048,2856,41488,71005
251,Natixis,Banking,France,21574,1174.9,702935,23606
252,Time Warner Cable,Media,United States,22120,1944,48273,38163
253,General Dynamics,Aerospace & Defense,United States,31218,2357,35448,37739
254,AbbVie,Drugs & Biotechnology,United States,18790,4128,29198,82762
255,Medtronic,Health Care Equipment & Services,United States,16900,3586,37231,61660
256,EXOR,Diversified Financials,Italy,143738,2397.4,170699,10082
257,Bristol-Myers Squibb,Drugs & Biotechnology,United States,16385,2563,38592,85947
258,KIA Motors,Consumer Durables,South Korea,43478,3486.6,34284,22838
259,SEB,Banking,Sweden,11860,2267.2,386889,30400
260,KBC Group,Banking,Belgium,17194,1347.5,338764,26308
261,FedEx,Air Courier,United States,45163,1670,32729,39632
262,Renault,Consumer Durables,France,54342,778,103335,28727
263,Sumitomo Corp,Trading Companies,Japan,33221,2298,81113,15971
263,VTB Bank,Banking,Russia,22792,2396.6,262022,14555
265,CNP Assurances,Insurance,France,36223,1335.4,455115,14634
266,MS&AD Insurance,Insurance,Japan,45810,1524.7,160752,14305
267,Hyundai Mobis,Consumer Durables,South Korea,31238,3124.9,32625,28743
268,Halliburton,Oil & Gas Operations,United States,29402,2125,29223,50737
269,Danaher,Conglomerates,United States,19118,2695,34672,52568
270,Apache,Oil & Gas Operations,United States,16497,2232,61637,33062
271,Marathon Petroleum,Oil & Gas Operations,United States,93885,2108,28385,26222
271,Sun Life Financial,Insurance,Canada,17916,1703.2,184360,21133
273,Southern Co,Utilities,United States,17087,1710,64546,38625
274,Ping An Bank,Banking,China,17121,2477.5,312483,16566
275,Linde,Chemicals,Germany,22111,1748.5,45126,37006
276,NextEra Energy,Utilities,United States,14561,1908,69306,40854
277,Saint-Gobain,Construction,France,55487,789.9,63008,34503
278,Canadian Natural Resources,Oil & Gas Operations,Canada,15669,2203.1,50377,42003
279,Transneft,Oil & Gas Operations,Russia,23671,5343.9,65880,15592
280,Visa,Diversified Financials,United States,12087,5094,36248,135971
281,Rolls-Royce Holdings,Aerospace & Defense,United Kingdom,24248,2136.8,38198,34345
282,JX Holdings,Oil & Gas Operations,Japan,124647,2043,76316,11835
283,Imperial Tobacco Group,"Food, Drink & Tobacco",United Kingdom,22758,1461.8,46020,38756
284,Woolworths,Food Markets,Australia,58337,2269,21681,41329
285,Bridgestone,Consumer Durables,Japan,36549,2069.7,34033,27729
286,Cigna,Health Care Equipment & Services,United States,32391,1476,55451,22543
287,Standard Bank Group,Banking,South Africa,16438,1715.3,161444,21392
288,DBS Group,Banking,Singapore,9367,2934.5,318397,31762
289,Svenska Handelsbanken,Banking,Sweden,10080,2194.2,387663,32141
290,BCE,Telecommunications services,Canada,19798,2043.9,42714,33737
291,Centrica,Oil & Gas Operations,United Kingdom,41533,1484.9,38832,27665
292,National Oilwell Varco,Oil & Gas Operations,United States,22853,2327,34812,33451
293,Air Liquide,Chemicals,France,20213,2177.7,34579,42128
294,Teva Pharmaceutical Inds,Drugs & Biotechnology,Israel,20307,1269.3,47508,44646
295,Old Mutual,Diversified Financials,United Kingdom,30965,1102,229318,16562
296,Philips,Conglomerates,Netherlands,30972,1552,36597,32216
296,Swedbank,Banking,Sweden,10738,1980.2,283500,29777
298,Oversea-Chinese Banking,Banking,Singapore,11069,2210.9,268057,26064
299,Eaton,Capital Goods,Ireland,22046,1861,35491,36064
300,Directv,Media,United States,31754,2859,21905,39596
301,Dai-ichi Life Insurance,Insurance,Japan,58103,836.3,356259,14481
302,Marubeni,Trading Companies,Japan,66016,2186.4,68440,11531
303,Fresenius,Health Care Equipment & Services,Germany,26992,1342.2,45139,27787
304,ICICI Bank,Banking,India,13335,1844.4,124162,23662
305,China Vanke,Real Estate,China,22029,2469.6,79156,14856
306,China Communications Construction,Construction,China,52759,1978.1,85563,11176
307,State Street,Diversified Financials,United States,9739,2128,243291,30029
308,Central Japan Railway,Transportation,Japan,16717,2645.6,50554,22801
309,Kroger,Food Markets,United States,98492,1511,29314,22159
310,Johnson Controls,Consumer Durables,United States,43216,1293,30832,32013
311,China Railway Construction,Construction,China,89881,1679,87522,10497
312,Henkel,Consumer Durables,Germany,21713,2109.6,26655,46362
313,Inditex,Consumer Durables,Spain,22248,3162,18551,94326
314,Emerson Electric,Capital Goods,United States,24715,2012,24124,47325
315,Husky Energy,Oil & Gas Operations,Canada,22327,1775.1,35594,30017
316,Teliasonera,Telecommunications services,Sweden,15610,2297.8,39365,32918
316,Wilmar International,"Food, Drink & Tobacco",Singapore,44098,1320.2,46632,17686
318,Dominion Resources,Utilities,United States,13165,1697,50096,40945
319,BB&T,Banking,United States,10643,1679,184539,28762
320,China Railway Group,Construction,Hong Kong,85873,1509.5,102345,10050
321,Sasol,Chemicals,South Africa,20111,2780,24526,37040
322,NIKE,Consumer Durables,United States,27041,2670,17803,65871
323,Kinder Morgan,Oil & Gas Operations,United States,14091,1192,75185,33889
324,SingTel,Telecommunications services,Singapore,13746,2894.4,30865,46219
325,CaixaBank,Banking,Spain,15949,667.8,468765,33254
326,Maybank,Banking,Malaysia,9745,2079.8,171102,26292
326,OMV Group,Oil & Gas Operations,Austria,56311,1543.2,43800,14840
328,Holcim,Construction,Switzerland,21270,1371,42665,27347
329,Reckitt Benckiser Group,Consumer Durables,United Kingdom,15160,2718.2,25091,58740
330,Telenor,Telecommunications services,Norway,17690,2244.3,30589,33075
331,EOG Resources,Oil & Gas Operations,United States,14456,2197.1,30574,54067
332,Tata Motors,Consumer Durables,India,34479,1817.6,32376,19860
333,Power Corp of Canada,Insurance,Canada,31654,998.7,319939,12661
334,Monsanto,Chemicals,United States,15425,2698,23457,59831
335,Raytheon,Aerospace & Defense,United States,23706,1996,25967,31177
336,SSE,Utilities,United Kingdom,47542,1202.5,31140,24148
337,Mitsubishi Heavy Industries,Capital Goods,Japan,31829,1286.9,41866,19437
338,Chubb,Insurance,United States,13909,2345,52655,21753
339,Accenture,IT Software & Services,Ireland,30600,2904.4,16357,52667
339,Mitsubishi Electric,Capital Goods,Japan,38798,1180.7,32483,24728
341,American Electric,Utilities,United States,15266,1480,56414,24584
342,HCA Holdings,Health Care Equipment & Services,United States,34182,1556,28831,22863
343,Standard Life,Insurance,United Kingdom,32176,728.4,295528,15159
344,Enbridge,Oil & Gas Operations,Canada,32177,610.5,54182,38512
345,Northrop Grumman,Aerospace & Defense,United States,24661,1952,26381,26865
346,WPP,Media,United Kingdom,17224,1463.8,41415,27726
347,Kraft Foods Group,"Food, Drink & Tobacco",United States,18270,2703,23148,33459
348,Takeda Pharmaceutical,Drugs & Biotechnology,Japan,16953,1058.4,42108,36998
349,Discover Financial Services,Diversified Financials,United States,9237,2451,79612,27821
349,EDP-Energias de Portugal,Utilities,Portugal,21379,1334.7,58770,16920
351,Safran,Aerospace & Defense,France,19509,1409.9,33034,29024
352,Volvo Group,Capital Goods,Sweden,41845,550,53690,34667
353,Investor,Diversified Financials,Sweden,9519,6932.5,41595,28251
353,Sumitomo Mitsui Trust,Banking,Japan,11214,1410.1,400556,17707
355,Fannie Mae,Diversified Financials,United States,122930,83963,3270108,4609
356,Samsung Life Insurance,Insurance,South Korea,21831,714.2,182792,17995
357,Las Vegas Sands,Casinos & Gaming,United States,13770,2306,22724,67240
358,Baxter International,Health Care Equipment & Services,United States,15260,2012,25869,39851
359,Anadarko Petroleum,Oil & Gas Operations,United States,14857,795,55781,44325
359,Michelin Group,Consumer Durables,France,26880,1486.9,28499,23649
361,Sun Hung Kai Properties,Real Estate,Hong Kong,7092,4749.6,69463,33424
362,Ameriprise Financial,Diversified Financials,United States,11203,1334,144576,21320
363,International Paper,Materials,United States,29080,1395,31528,20123
364,Gilead Sciences,Drugs & Biotechnology,United States,11221,3074.8,22497,113247
365,Huaxia Bank,Banking,China,12920,2383.6,253481,12037
366,Kimberly-Clark,Consumer Durables,United States,21152,2142,18919,41504
367,United Overseas Bank,Banking,Singapore,7033,2403.9,225114,27219
368,CBS,Media,United States,15284,1873,26387,37496
369,Toshiba,Consumer Durables,Japan,65006,631.9,61602,17907
370,KB Financial Group,Diversified Financials,South Korea,15764,1151.4,276532,13704
371,Richemont,Retailing,Switzerland,13600,2776,21129,54275
372,Merck KGaA,Drugs & Biotechnology,Germany,14730,1596.1,28687,36300
373,Femsa,"Food, Drink & Tobacco",Mexico,20030,1239.9,27425,33256
373,Marathon Oil,Oil & Gas Operations,United States,14787,1753,35776,24504
375,Carnival,"Hotels, Restaurants & Leisure",United States,15456,1078,40104,31025
376,Mapfre,Insurance,Spain,27332,1049.4,74105,13186
377,Freddie Mac,Diversified Financials,United States,62218,48655,1981785,2581
378,MTN Group,Telecommunications services,South Africa,14143,2723.9,21656,38146
379,General Mills,"Food, Drink & Tobacco",United States,18036,1786.1,22925,31818
380,Viacom,Media,United States,13677,2472,22778,37994
381,Lafarge,Construction,France,20177,797.9,51087,23061
382,Grupo ACS,Construction,Spain,50945,932,54802,12421
383,Thermo Fisher Scientific,Health Care Equipment & Services,United States,13090,1282,31863,47752
384,Sistema,Telecommunications services,Russia,35498,2333.9,44424,9820
385,Baker Hughes,Oil & Gas Operations,United States,22364,1096,27934,28671
386,Automatic Data,Business Services & Supplies,United States,11747,1415.3,38322,37342
387,Canadian National Railway,Transportation,Canada,10263,2535,28714,46687
388,Orix,Diversified Financials,Japan,12003,1381,82523,18447
389,Talanx,Insurance,Germany,36735,1011.7,173990,9164
390,TransCanada,Oil & Gas Operations,Canada,8540,1736.2,53295,35430
391,Lloyds Banking Group,Banking,United Kingdom,58638,-1309.9,1402893,89943
392,Isbank,Banking,Turkey,14577,2318.3,114274,9919
393,Saudi Telecom,Telecommunications services,Saudi Arabia,12160,2639,23293,35597
394,CSX,Transportation,United States,12026,1865,31782,29341
395,Norfolk Southern,Transportation,United States,11245,1903,32901,30377
396,Lincoln National,Insurance,United States,12217,1244,239008,13422
397,Macy's,Retailing,United States,27931,1486,21623,21715
398,Pernod Ricard,"Food, Drink & Tobacco",France,10937,1553.3,38330,30640
399,Novo Nordisk,Drugs & Biotechnology,Denmark,14877,4483.1,12991,119599
400,Cathay Financial,Insurance,Taiwan,11048,1043.5,199253,17078
401,Huaneng Power International,Utilities,China,21773,1709.7,43079,12143
402,Royal Ahold,Food Markets,Netherlands,43440,1249.3,20865,19567
403,SunTrust Banks,Banking,United States,8253,1333,175335,21531
404,NKSJ Holdings,Insurance,Japan,30060,879,90412,10563
405,GDF SUEZ,Utilities,France,118556,-12332,219936,64564
406,Glencore International,Diversified Metals & Mining,Switzerland,232629,-7538.6,154932,67537
407,Qatar National Bank,Banking,Qatar,5445,2603.3,121787,37088
408,Sampo,Insurance,Finland,8730,1927.7,44307,29741
